,Azimuth,Elevation
6286,130.0,15.0
6287,130.0,15.0
6288,130.0,15.0
6289,130.0,15.0
6290,130.0,15.0
6291,130.0,14.0
6292,130.0,14.0
6293,130.0,15.0
6294,130.0,15.0
6295,130.0,14.0
6296,130.0,15.0
6297,130.0,14.0
6298,130.0,14.0
6299,130.0,15.0
6300,130.0,15.0
6301,130.0,14.0
6302,130.0,14.0
6303,130.0,14.0
6304,130.0,14.0
6305,130.0,14.0
6306,130.0,14.0
6307,130.0,14.0
6308,130.0,14.0
6309,130.0,14.0
6310,130.0,14.0
6311,131.0,14.0
6312,131.0,14.0
6313,131.0,14.0
6314,131.0,14.0
6315,131.0,14.0
6316,131.0,14.0
6317,131.0,14.0
6318,131.0,14.0
6319,131.0,14.0
6320,131.0,14.0
6321,131.0,14.0
6322,131.0,15.0
6323,131.0,15.0
6324,131.0,15.0
6325,131.0,15.0
6326,131.0,15.0
6327,131.0,15.0
6328,131.0,14.0
6329,131.0,15.0
6330,131.0,15.0
6331,131.0,15.0
6332,132.0,15.0
6333,132.0,15.0
6334,132.0,15.0
6335,132.0,15.0
6336,132.0,15.0
6337,132.0,15.0
6338,132.0,15.0
6339,132.0,15.0
6340,132.0,15.0
6341,132.0,15.0
6342,132.0,15.0
6343,132.0,15.0
6344,132.0,15.0
6345,132.0,15.0
6346,132.0,15.0
6347,132.0,15.0
6348,132.0,15.0
6349,132.0,15.0
6350,132.0,15.0
6351,132.0,15.0
6352,132.0,15.0
6353,132.0,15.0
6354,132.0,15.0
6355,132.0,15.0
6356,132.0,15.0
6357,132.0,15.0
6358,132.0,15.0
6359,132.0,15.0
6360,133.0,15.0
6361,133.0,15.0
6362,133.0,15.0
6363,133.0,15.0
6364,133.0,15.0
6365,133.0,15.0
6366,133.0,16.0
6367,133.0,15.0
6368,133.0,15.0
6369,133.0,15.0
6370,133.0,15.0
6371,133.0,15.0
6372,133.0,15.0
6373,133.0,15.0
6374,133.0,15.0
6375,133.0,15.0
6376,133.0,15.0
6377,133.0,15.0
6378,133.0,15.0
6379,133.0,14.0
6380,133.0,14.0
6381,133.0,14.0
6382,133.0,14.0
6383,133.0,14.0
6384,133.0,15.0
6385,133.0,14.0
6386,133.0,14.0
6387,133.0,13.0
6388,133.0,13.0
6389,133.0,14.0
6390,133.0,13.0
6391,133.0,15.0
6392,133.0,13.0
6393,133.0,13.0
6394,133.0,14.0
6395,133.0,14.0
6396,133.0,13.0
6397,133.0,14.0
6398,133.0,14.0
6399,133.0,14.0
6400,133.0,13.0
6401,133.0,13.0
6402,133.0,15.0
6403,133.0,15.0
6404,133.0,15.0
6405,133.0,13.0
6406,133.0,15.0
6407,133.0,14.0
6408,133.0,14.0
6409,133.0,14.0
6410,133.0,14.0
6411,133.0,13.0
6412,133.0,15.0
6413,133.0,15.0
6414,133.0,15.0
6415,133.0,13.0
6416,133.0,13.0
6417,133.0,14.0
6418,133.0,13.0
6419,133.0,13.0
6420,133.0,13.0
6421,133.0,13.0
6422,133.0,13.0
6423,133.0,13.0
6424,133.0,13.0
6425,134.0,13.0
6426,134.0,13.0
6427,134.0,13.0
6428,134.0,13.0
6429,134.0,13.0
6430,134.0,13.0
6431,134.0,13.0
6432,134.0,13.0
6433,134.0,14.0
6434,134.0,13.0
6435,134.0,14.0
6436,134.0,14.0
6437,134.0,14.0
6438,134.0,14.0
6439,134.0,14.0
6440,134.0,13.0
6441,134.0,14.0
6442,134.0,14.0
6443,134.0,14.0
6444,134.0,14.0
6445,134.0,14.0
6446,134.0,14.0
6447,134.0,14.0
6448,134.0,13.0
6449,134.0,14.0
6450,134.0,14.0
6451,134.0,14.0
6452,134.0,14.0
6453,134.0,14.0
6454,134.0,13.0
6455,134.0,14.0
6456,134.0,14.0
6457,134.0,14.0
6458,134.0,14.0
6459,134.0,14.0
6460,134.0,13.0
6461,135.0,14.0
6462,135.0,14.0
6463,135.0,14.0
6464,135.0,13.0
6465,135.0,13.0
6466,135.0,14.0
6467,135.0,13.0
6468,135.0,13.0
6469,135.0,14.0
6470,135.0,14.0
6471,135.0,14.0
6472,135.0,14.0
6473,135.0,13.0
6474,135.0,13.0
6475,135.0,13.0
6476,135.0,13.0
6477,135.0,14.0
6478,135.0,13.0
6479,135.0,13.0
6480,135.0,14.0
6481,135.0,14.0
6482,135.0,13.0
6483,135.0,14.0
6484,135.0,14.0
6485,135.0,14.0
6486,135.0,13.0
6487,135.0,13.0
6488,135.0,14.0
6489,135.0,13.0
6490,135.0,13.0
6491,135.0,13.0
6492,135.0,13.0
6493,135.0,14.0
6494,135.0,14.0
6495,135.0,14.0
6496,135.0,14.0
6497,135.0,14.0
6498,135.0,14.0
6499,135.0,14.0
6500,136.0,14.0
6501,136.0,14.0
6502,136.0,14.0
6503,136.0,14.0
6504,136.0,14.0
6505,136.0,14.0
6506,136.0,14.0
6507,136.0,14.0
6508,136.0,14.0
6509,136.0,14.0
6510,136.0,14.0
6511,136.0,14.0
6512,136.0,14.0
6513,136.0,14.0
6514,136.0,15.0
6515,136.0,14.0
6516,136.0,14.0
6517,136.0,14.0
6518,136.0,13.0
6519,136.0,14.0
6520,136.0,13.0
6521,136.0,14.0
6522,136.0,14.0
6523,136.0,13.0
6524,136.0,14.0
6525,136.0,14.0
6526,136.0,13.0
6527,136.0,14.0
6528,136.0,14.0
6529,136.0,14.0
6530,136.0,14.0
6531,136.0,13.0
6532,136.0,14.0
6533,136.0,13.0
6534,137.0,13.0
6535,137.0,13.0
6536,137.0,13.0
6537,137.0,13.0
6538,137.0,13.0
6539,137.0,13.0
6540,137.0,13.0
6541,137.0,13.0
6542,137.0,14.0
6543,137.0,14.0
6544,137.0,14.0
6545,137.0,14.0
6546,137.0,13.0
6547,137.0,14.0
6548,137.0,14.0
6549,137.0,13.0
6550,137.0,13.0
6551,137.0,14.0
6552,137.0,13.0
6553,137.0,13.0
6554,137.0,13.0
6555,137.0,13.0
6556,137.0,14.0
6557,137.0,13.0
6558,137.0,13.0
6559,137.0,14.0
6560,137.0,13.0
6561,137.0,14.0
6562,137.0,13.0
6563,137.0,13.0
6564,137.0,14.0
6565,137.0,13.0
6566,137.0,13.0
6567,137.0,14.0
6568,137.0,13.0
6569,137.0,13.0
6570,137.0,13.0
6571,137.0,14.0
6572,137.0,14.0
6573,137.0,14.0
6574,137.0,14.0
6575,137.0,14.0
6576,137.0,14.0
6577,138.0,14.0
6578,138.0,14.0
6579,138.0,14.0
6580,138.0,14.0
6581,138.0,14.0
6582,138.0,14.0
6583,138.0,14.0
6584,138.0,14.0
6585,138.0,14.0
6586,138.0,14.0
6587,138.0,14.0
6588,138.0,14.0
6589,138.0,14.0
6590,138.0,14.0
6591,138.0,14.0
6592,138.0,14.0
6593,139.0,14.0
6594,139.0,14.0
6595,139.0,14.0
6596,139.0,14.0
6597,139.0,14.0
6598,139.0,14.0
6599,139.0,14.0
6600,139.0,14.0
6601,139.0,14.0
6602,139.0,14.0
6603,139.0,14.0
6604,139.0,14.0
6605,139.0,14.0
6606,139.0,14.0
6607,139.0,14.0
6608,139.0,14.0
6609,139.0,14.0
6610,140.0,14.0
6611,140.0,14.0
6612,140.0,14.0
6613,140.0,14.0
6614,140.0,14.0
6615,140.0,14.0
6616,140.0,14.0
6617,140.0,14.0
6618,140.0,14.0
6619,140.0,14.0
6620,140.0,14.0
6621,140.0,14.0
6622,140.0,14.0
6623,141.0,14.0
6624,141.0,14.0
6625,141.0,14.0
6626,141.0,14.0
6627,141.0,14.0
6628,141.0,14.0
6629,141.0,15.0
6630,141.0,15.0
6631,141.0,15.0
6632,141.0,15.0
6633,141.0,15.0
6634,141.0,15.0
6635,141.0,15.0
6636,141.0,15.0
6637,141.0,14.0
6638,141.0,14.0
6639,142.0,14.0
6640,142.0,14.0
6641,142.0,14.0
6642,142.0,14.0
6643,142.0,14.0
6644,142.0,14.0
6645,142.0,14.0
6646,142.0,14.0
6647,142.0,14.0
6648,142.0,14.0
6649,142.0,14.0
6650,142.0,14.0
6651,142.0,14.0
6652,142.0,14.0
6653,142.0,14.0
6654,143.0,14.0
6655,143.0,14.0
6656,143.0,14.0
6657,143.0,14.0
6658,143.0,14.0
6659,143.0,14.0
6660,143.0,14.0
6661,143.0,14.0
6662,143.0,14.0
6663,143.0,14.0
6664,143.0,14.0
6665,143.0,14.0
6666,143.0,14.0
6667,143.0,14.0
6668,143.0,14.0
6669,143.0,14.0
6670,143.0,14.0
6671,143.0,14.0
6672,143.0,14.0
6673,143.0,14.0
6674,144.0,14.0
6675,144.0,14.0
6676,144.0,14.0
6677,144.0,14.0
6678,144.0,14.0
6679,144.0,14.0
6680,144.0,14.0
6681,144.0,14.0
6682,144.0,14.0
6683,144.0,14.0
6684,144.0,14.0
6685,144.0,14.0
6686,144.0,14.0
6687,144.0,14.0
6688,144.0,14.0
6689,144.0,14.0
6690,144.0,14.0
6691,144.0,14.0
6692,144.0,14.0
6693,144.0,14.0
6694,145.0,14.0
6695,145.0,14.0
6696,145.0,14.0
6697,145.0,14.0
6698,145.0,14.0
6699,145.0,14.0
6700,145.0,14.0
6701,145.0,14.0
6702,145.0,15.0
6703,145.0,15.0
6704,145.0,14.0
6705,145.0,15.0
6706,145.0,15.0
6707,145.0,15.0
6708,145.0,15.0
6709,145.0,14.0
6710,145.0,15.0
6711,145.0,14.0
6712,145.0,15.0
6713,145.0,14.0
6714,145.0,14.0
6715,145.0,14.0
6716,145.0,14.0
6717,145.0,14.0
6718,145.0,14.0
6719,145.0,14.0
6720,145.0,14.0
6721,145.0,14.0
6722,145.0,14.0
6723,146.0,14.0
6724,146.0,14.0
6725,146.0,14.0
6726,146.0,15.0
6727,146.0,15.0
6728,146.0,15.0
6729,146.0,15.0
6730,146.0,15.0
6731,146.0,15.0
6732,146.0,15.0
6733,146.0,15.0
6734,146.0,15.0
6735,146.0,15.0
6736,146.0,15.0
6737,146.0,15.0
6738,146.0,15.0
6739,146.0,15.0
6740,146.0,17.0
6741,146.0,15.0
6742,146.0,15.0
6743,146.0,17.0
6744,146.0,15.0
6745,146.0,15.0
6746,146.0,17.0
6747,146.0,15.0
6748,146.0,15.0
6749,146.0,17.0
6750,146.0,15.0
6751,146.0,15.0
6752,146.0,15.0
6753,146.0,16.0
6754,146.0,17.0
6755,146.0,17.0
6756,147.0,15.0
6757,147.0,17.0
6758,147.0,15.0
6759,147.0,15.0
6760,147.0,15.0
6761,147.0,16.0
6762,147.0,16.0
6763,147.0,17.0
6764,147.0,16.0
6765,147.0,16.0
6766,147.0,16.0
6767,147.0,16.0
6768,147.0,16.0
6769,147.0,16.0
6770,147.0,17.0
6771,147.0,16.0
6772,147.0,16.0
6773,147.0,15.0
6774,147.0,16.0
6775,147.0,16.0
6776,147.0,16.0
6777,147.0,17.0
6778,147.0,17.0
6779,147.0,15.0
6780,147.0,16.0
6781,147.0,17.0
6782,147.0,17.0
6783,147.0,16.0
6784,147.0,17.0
6785,147.0,17.0
6786,147.0,17.0
6787,147.0,16.0
6788,147.0,17.0
6789,147.0,17.0
6790,147.0,17.0
6791,147.0,16.0
6792,147.0,16.0
6793,147.0,17.0
6794,147.0,16.0
6795,147.0,17.0
6796,147.0,16.0
6797,147.0,16.0
6798,147.0,16.0
6799,147.0,17.0
6800,147.0,17.0
6801,147.0,16.0
6802,147.0,17.0
6803,147.0,17.0
6804,147.0,17.0
6805,147.0,17.0
6806,147.0,17.0
6807,147.0,15.0
6808,147.0,17.0
6809,147.0,15.0
6810,147.0,18.0
6811,147.0,16.0
6812,147.0,15.0
6813,147.0,18.0
6814,147.0,16.0
6815,147.0,15.0
6816,147.0,16.0
6817,147.0,16.0
6818,147.0,15.0
6819,147.0,18.0
6820,147.0,16.0
6821,147.0,16.0
6822,147.0,16.0
6823,147.0,17.0
6824,147.0,18.0
6825,147.0,16.0
6826,147.0,17.0
6827,147.0,16.0
6828,147.0,17.0
6829,147.0,15.0
6830,147.0,17.0
6831,147.0,18.0
6832,147.0,17.0
6833,147.0,18.0
6834,147.0,15.0
6835,147.0,15.0
6836,147.0,17.0
6837,147.0,18.0
6838,147.0,15.0
6839,147.0,15.0
6840,147.0,16.0
6841,147.0,15.0
6842,147.0,16.0
6843,147.0,16.0
6844,147.0,16.0
6845,147.0,16.0
6846,147.0,16.0
6847,147.0,16.0
6848,147.0,17.0
6849,147.0,16.0
6850,147.0,16.0
6851,147.0,17.0
6852,147.0,17.0
6853,147.0,18.0
6854,147.0,17.0
6855,147.0,17.0
6856,147.0,17.0
6857,147.0,17.0
6858,147.0,17.0
6859,147.0,17.0
6860,147.0,17.0
6861,147.0,18.0
6862,147.0,15.0
6863,147.0,15.0
6864,147.0,17.0
6865,147.0,16.0
6866,147.0,16.0
6867,147.0,16.0
6868,147.0,16.0
6869,147.0,17.0
6870,147.0,16.0
6871,147.0,16.0
6872,147.0,16.0
6873,147.0,17.0
6874,147.0,16.0
6875,147.0,16.0
6876,147.0,15.0
6877,147.0,17.0
6878,147.0,16.0
6879,147.0,17.0
6880,147.0,16.0
6881,147.0,16.0
6882,147.0,16.0
6883,148.0,15.0
6884,148.0,16.0
6885,148.0,15.0
6886,148.0,16.0
6887,148.0,15.0
6888,148.0,15.0
6889,148.0,17.0
6890,148.0,15.0
6891,148.0,16.0
6892,148.0,17.0
6893,148.0,17.0
6894,148.0,16.0
6895,148.0,16.0
6896,148.0,17.0
6897,148.0,16.0
6898,148.0,17.0
6899,148.0,16.0
6900,148.0,17.0
6901,148.0,16.0
6902,148.0,16.0
6903,148.0,17.0
6904,148.0,16.0
6905,148.0,16.0
6906,148.0,16.0
6907,148.0,16.0
6908,148.0,17.0
6909,148.0,16.0
6910,148.0,16.0
6911,148.0,16.0
6912,148.0,16.0
6913,148.0,16.0
6914,148.0,16.0
6915,148.0,16.0
6916,148.0,17.0
6917,148.0,16.0
6918,148.0,16.0
6919,148.0,16.0
6920,148.0,16.0
6921,148.0,16.0
6922,148.0,17.0
6923,148.0,16.0
6924,148.0,16.0
6925,148.0,17.0
6926,148.0,17.0
6927,148.0,16.0
6928,148.0,17.0
6929,148.0,17.0
6930,148.0,16.0
6931,148.0,17.0
6932,148.0,17.0
6933,148.0,16.0
6934,148.0,17.0
6935,148.0,17.0
6936,148.0,16.0
6937,148.0,16.0
6938,148.0,17.0
6939,148.0,16.0
6940,148.0,17.0
6941,148.0,17.0
6942,148.0,17.0
6943,148.0,16.0
6944,148.0,16.0
6945,148.0,17.0
6946,148.0,16.0
6947,148.0,16.0
6948,148.0,17.0
6949,148.0,17.0
6950,149.0,16.0
6951,149.0,16.0
6952,149.0,16.0
6953,149.0,16.0
6954,149.0,16.0
6955,149.0,16.0
6956,149.0,15.0
6957,149.0,16.0
6958,149.0,16.0
6959,149.0,16.0
6960,149.0,16.0
6961,149.0,16.0
6962,149.0,15.0
6963,149.0,16.0
6964,149.0,16.0
6965,149.0,16.0
6966,149.0,15.0
6967,149.0,16.0
6968,149.0,16.0
6969,149.0,16.0
6970,149.0,16.0
6971,149.0,16.0
6972,149.0,16.0
6973,149.0,16.0
6974,149.0,16.0
6975,149.0,16.0
6976,149.0,16.0
6977,149.0,17.0
6978,149.0,17.0
6979,149.0,17.0
6980,149.0,17.0
6981,149.0,17.0
6982,149.0,17.0
6983,149.0,17.0
6984,149.0,17.0
6985,149.0,17.0
6986,150.0,17.0
6987,150.0,17.0
6988,150.0,17.0
6989,150.0,17.0
6990,150.0,17.0
6991,150.0,16.0
6992,150.0,16.0
6993,150.0,17.0
6994,150.0,17.0
6995,150.0,16.0
6996,150.0,17.0
6997,150.0,17.0
6998,150.0,17.0
6999,150.0,17.0
7000,150.0,17.0
7001,150.0,17.0
7002,150.0,17.0
7003,150.0,17.0
7004,151.0,17.0
7005,151.0,17.0
7006,151.0,17.0
7007,151.0,17.0
7008,151.0,17.0
7009,151.0,17.0
7010,151.0,17.0
7011,151.0,17.0
7012,151.0,17.0
7013,151.0,17.0
7014,151.0,17.0
7015,151.0,17.0
7016,151.0,18.0
7017,151.0,17.0
7018,151.0,18.0
7019,151.0,18.0
7020,151.0,17.0
7021,151.0,18.0
7022,151.0,17.0
7023,151.0,17.0
7024,151.0,17.0
7025,151.0,18.0
7026,151.0,17.0
7027,151.0,18.0
7028,151.0,17.0
7029,151.0,18.0
7030,151.0,17.0
7031,151.0,18.0
7032,151.0,18.0
7033,152.0,17.0
7034,152.0,17.0
7035,152.0,17.0
7036,152.0,17.0
7037,152.0,18.0
7038,152.0,17.0
7039,152.0,17.0
7040,152.0,17.0
7041,152.0,17.0
7042,152.0,18.0
7043,152.0,17.0
7044,152.0,17.0
7045,152.0,17.0
7046,152.0,18.0
7047,152.0,18.0
7048,152.0,18.0
7049,152.0,18.0
7050,152.0,18.0
7051,152.0,18.0
7052,152.0,18.0
7053,152.0,18.0
7054,152.0,17.0
7055,152.0,17.0
7056,152.0,17.0
7057,153.0,17.0
7058,153.0,17.0
7059,153.0,17.0
7060,153.0,19.0
7061,153.0,19.0
7062,153.0,19.0
7063,153.0,17.0
7064,153.0,19.0
7065,153.0,17.0
7066,153.0,19.0
7067,153.0,19.0
7068,153.0,19.0
7069,153.0,17.0
7070,153.0,19.0
7071,153.0,19.0
7072,153.0,17.0
7073,153.0,19.0
7074,153.0,18.0
7075,153.0,18.0
7076,153.0,17.0
7077,153.0,18.0
7078,153.0,18.0
7079,153.0,19.0
7080,153.0,18.0
7081,153.0,18.0
7082,153.0,17.0
7083,153.0,17.0
7084,153.0,18.0
7085,153.0,18.0
7086,153.0,18.0
7087,153.0,19.0
7088,153.0,18.0
7089,153.0,18.0
7090,153.0,19.0
7091,153.0,18.0
7092,153.0,19.0
7093,153.0,18.0
7094,153.0,18.0
7095,153.0,18.0
7096,153.0,19.0
7097,153.0,18.0
7098,153.0,19.0
7099,153.0,20.0
7100,153.0,18.0
7101,153.0,19.0
7102,153.0,20.0
7103,154.0,18.0
7104,154.0,19.0
7105,154.0,20.0
7106,154.0,18.0
7107,154.0,20.0
7108,154.0,19.0
7109,154.0,19.0
7110,154.0,19.0
7111,154.0,20.0
7112,154.0,19.0
7113,154.0,19.0
7114,154.0,20.0
7115,154.0,19.0
7116,154.0,19.0
7117,154.0,20.0
7118,154.0,20.0
7119,154.0,19.0
7120,154.0,20.0
7121,154.0,19.0
7122,154.0,20.0
7123,154.0,20.0
7124,154.0,19.0
7125,154.0,19.0
7126,154.0,19.0
7127,154.0,20.0
7128,154.0,19.0
7129,154.0,19.0
7130,154.0,20.0
7131,154.0,19.0
7132,154.0,20.0
7133,154.0,19.0
7134,154.0,19.0
7135,154.0,19.0
7136,154.0,19.0
7137,154.0,19.0
7138,154.0,19.0
7139,154.0,21.0
7140,154.0,19.0
7141,154.0,21.0
7142,154.0,21.0
7143,154.0,21.0
7144,154.0,21.0
7145,154.0,19.0
7146,154.0,21.0
7147,154.0,20.0
7148,154.0,20.0
7149,154.0,20.0
7150,154.0,21.0
7151,154.0,21.0
7152,154.0,19.0
7153,154.0,20.0
7154,154.0,21.0
7155,154.0,19.0
7156,154.0,20.0
7157,154.0,21.0
7158,154.0,20.0
7159,154.0,21.0
7160,154.0,19.0
7161,155.0,20.0
7162,155.0,21.0
7163,155.0,19.0
7164,155.0,20.0
7165,155.0,21.0
7166,155.0,19.0
7167,155.0,20.0
7168,155.0,21.0
7169,155.0,20.0
7170,155.0,19.0
7171,155.0,20.0
7172,155.0,21.0
7173,155.0,20.0
7174,155.0,19.0
7175,155.0,21.0
7176,155.0,20.0
7177,155.0,19.0
7178,155.0,20.0
7179,155.0,20.0
7180,155.0,19.0
7181,155.0,21.0
7182,155.0,21.0
7183,155.0,19.0
7184,155.0,19.0
7185,155.0,19.0
7186,155.0,19.0
7187,155.0,19.0
7188,155.0,21.0
7189,155.0,19.0
7190,155.0,20.0
7191,155.0,20.0
7192,155.0,21.0
7193,155.0,21.0
7194,155.0,20.0
7195,155.0,21.0
7196,155.0,21.0
7197,155.0,20.0
7198,155.0,21.0
7199,155.0,22.0
7200,155.0,21.0
7201,155.0,20.0
7202,155.0,21.0
7203,155.0,21.0
7204,155.0,22.0
7205,155.0,21.0
7206,155.0,21.0
7207,155.0,21.0
7208,155.0,21.0
7209,155.0,21.0
7210,155.0,22.0
7211,155.0,21.0
7212,155.0,22.0
7213,156.0,21.0
7214,156.0,21.0
7215,156.0,21.0
7216,156.0,22.0
7217,156.0,21.0
7218,156.0,22.0
7219,156.0,21.0
7220,156.0,22.0
7221,156.0,21.0
7222,156.0,22.0
7223,156.0,21.0
7224,156.0,21.0
7225,156.0,21.0
7226,156.0,21.0
7227,156.0,22.0
7228,156.0,21.0
7229,156.0,22.0
7230,156.0,22.0
7231,156.0,22.0
7232,156.0,22.0
7233,156.0,22.0
7234,156.0,22.0
7235,156.0,22.0
7236,156.0,22.0
7237,156.0,22.0
7238,156.0,22.0
7239,156.0,23.0
7240,156.0,22.0
7241,156.0,22.0
7242,156.0,22.0
7243,156.0,22.0
7244,156.0,22.0
7245,156.0,22.0
7246,156.0,22.0
7247,156.0,22.0
7248,157.0,22.0
7249,157.0,22.0
7250,157.0,21.0
7251,157.0,22.0
7252,157.0,22.0
7253,157.0,22.0
7254,157.0,20.0
7255,157.0,21.0
7256,157.0,20.0
7257,157.0,20.0
7258,157.0,20.0
7259,157.0,21.0
7260,157.0,21.0
7261,157.0,20.0
7262,157.0,21.0
7263,157.0,21.0
7264,157.0,20.0
7265,157.0,21.0
7266,157.0,20.0
7267,157.0,21.0
7268,157.0,21.0
7269,157.0,21.0
7270,157.0,21.0
7271,157.0,20.0
7272,157.0,21.0
7273,157.0,21.0
7274,157.0,21.0
7275,157.0,21.0
7276,157.0,20.0
7277,157.0,20.0
7278,157.0,20.0
7279,157.0,20.0
7280,157.0,20.0
7281,157.0,20.0
7282,157.0,19.0
7283,157.0,19.0
7284,157.0,20.0
7285,157.0,19.0
7286,157.0,19.0
7287,157.0,20.0
7288,157.0,20.0
7289,157.0,18.0
7290,157.0,19.0
7291,157.0,20.0
7292,158.0,20.0
7293,158.0,18.0
7294,158.0,19.0
7295,158.0,20.0
7296,158.0,19.0
7297,158.0,19.0
7298,158.0,19.0
7299,158.0,19.0
7300,158.0,19.0
7301,158.0,20.0
7302,158.0,19.0
7303,158.0,19.0
7304,158.0,20.0
7305,158.0,19.0
7306,158.0,20.0
7307,158.0,20.0
7308,158.0,19.0
7309,158.0,19.0
7310,158.0,18.0
7311,158.0,20.0
7312,158.0,20.0
7313,158.0,19.0
7314,158.0,19.0
7315,158.0,20.0
7316,158.0,19.0
7317,158.0,20.0
7318,158.0,19.0
7319,158.0,20.0
7320,158.0,19.0
7321,158.0,19.0
7322,158.0,18.0
7323,158.0,19.0
7324,158.0,19.0
7325,158.0,19.0
7326,158.0,19.0
7327,158.0,18.0
7328,158.0,19.0
7329,158.0,19.0
7330,158.0,19.0
7331,158.0,19.0
7332,158.0,18.0
7333,158.0,18.0
7334,158.0,19.0
7335,158.0,18.0
7336,158.0,18.0
7337,159.0,18.0
7338,159.0,18.0
7339,159.0,18.0
7340,159.0,18.0
7341,159.0,18.0
7342,159.0,19.0
7343,159.0,19.0
7344,159.0,19.0
7345,159.0,19.0
7346,159.0,19.0
7347,159.0,19.0
7348,159.0,19.0
7349,159.0,19.0
7350,159.0,19.0
7351,159.0,19.0
7352,159.0,19.0
7353,160.0,19.0
7354,160.0,19.0
7355,160.0,19.0
7356,160.0,19.0
7357,160.0,19.0
7358,160.0,19.0
7359,160.0,19.0
7360,160.0,19.0
7361,160.0,19.0
7362,160.0,19.0
7363,160.0,19.0
7364,160.0,19.0
7365,160.0,19.0
7366,160.0,19.0
7367,160.0,19.0
7368,161.0,19.0
7369,161.0,21.0
7370,161.0,21.0
7371,161.0,21.0
7372,161.0,21.0
7373,161.0,19.0
7374,161.0,21.0
7375,161.0,20.0
7376,161.0,21.0
7377,161.0,21.0
7378,161.0,20.0
7379,161.0,21.0
7380,161.0,20.0
7381,161.0,20.0
7382,161.0,21.0
7383,161.0,19.0
7384,161.0,20.0
7385,161.0,20.0
7386,161.0,20.0
7387,161.0,21.0
7388,161.0,21.0
7389,161.0,19.0
7390,161.0,21.0
7391,161.0,20.0
7392,161.0,21.0
7393,161.0,20.0
7394,161.0,21.0
7395,161.0,19.0
7396,161.0,21.0
7397,161.0,19.0
7398,161.0,20.0
7399,161.0,21.0
7400,161.0,21.0
7401,161.0,19.0
7402,161.0,20.0
7403,161.0,21.0
7404,161.0,19.0
7405,161.0,19.0
7406,161.0,21.0
7407,161.0,19.0
7408,161.0,19.0
7409,161.0,20.0
7410,161.0,19.0
7411,161.0,19.0
7412,161.0,19.0
7413,161.0,20.0
7414,161.0,21.0
7415,161.0,20.0
7416,161.0,21.0
7417,161.0,21.0
7418,161.0,21.0
7419,161.0,21.0
7420,161.0,21.0
7421,162.0,21.0
7422,162.0,21.0
7423,162.0,21.0
7424,162.0,20.0
7425,162.0,20.0
7426,162.0,21.0
7427,162.0,20.0
7428,162.0,20.0
7429,162.0,20.0
7430,162.0,20.0
7431,162.0,20.0
7432,162.0,21.0
7433,162.0,20.0
7434,162.0,20.0
7435,162.0,20.0
7436,162.0,20.0
7437,162.0,21.0
7438,162.0,19.0
7439,162.0,19.0
7440,162.0,19.0
7441,162.0,19.0
7442,162.0,20.0
7443,162.0,21.0
7444,162.0,19.0
7445,162.0,19.0
7446,162.0,19.0
7447,162.0,19.0
7448,162.0,20.0
7449,162.0,21.0
7450,162.0,19.0
7451,162.0,19.0
7452,162.0,19.0
7453,162.0,19.0
7454,162.0,19.0
7455,162.0,19.0
7456,162.0,19.0
7457,163.0,19.0
7458,163.0,19.0
7459,163.0,19.0
7460,163.0,19.0
7461,163.0,19.0
7462,163.0,19.0
7463,163.0,19.0
7464,163.0,19.0
7465,163.0,19.0
7466,163.0,19.0
7467,163.0,19.0
7468,163.0,19.0
7469,163.0,19.0
7470,163.0,19.0
7471,163.0,19.0
7472,163.0,18.0
7473,163.0,18.0
7474,163.0,18.0
7475,164.0,19.0
7476,164.0,18.0
7477,164.0,18.0
7478,164.0,18.0
7479,164.0,18.0
7480,164.0,18.0
7481,164.0,18.0
7482,164.0,18.0
7483,164.0,18.0
7484,164.0,18.0
7485,164.0,18.0
7486,164.0,18.0
7487,164.0,18.0
7488,164.0,18.0
7489,164.0,18.0
7490,164.0,18.0
7491,164.0,18.0
7492,164.0,18.0
7493,164.0,18.0
7494,164.0,18.0
7495,164.0,18.0
7496,164.0,18.0
7497,164.0,18.0
7498,164.0,18.0
7499,164.0,18.0
7500,165.0,18.0
7501,165.0,18.0
7502,165.0,18.0
7503,165.0,18.0
7504,165.0,18.0
7505,165.0,18.0
7506,165.0,18.0
7507,165.0,18.0
7508,165.0,18.0
7509,165.0,18.0
7510,165.0,18.0
7511,165.0,18.0
7512,165.0,18.0
7513,165.0,18.0
7514,165.0,18.0
7515,165.0,18.0
7516,165.0,18.0
7517,165.0,18.0
7518,166.0,17.0
7519,166.0,18.0
7520,166.0,18.0
7521,166.0,18.0
7522,166.0,18.0
7523,166.0,18.0
7524,166.0,18.0
7525,166.0,18.0
7526,166.0,18.0
7527,166.0,18.0
7528,166.0,18.0
7529,166.0,18.0
7530,166.0,18.0
7531,166.0,18.0
7532,166.0,18.0
7533,166.0,18.0
7534,166.0,18.0
7535,166.0,18.0
7536,166.0,18.0
7537,166.0,18.0
7538,166.0,18.0
7539,166.0,18.0
7540,166.0,18.0
7541,166.0,18.0
7542,166.0,18.0
7543,166.0,18.0
7544,166.0,18.0
7545,166.0,18.0
7546,166.0,17.0
7547,166.0,18.0
7548,166.0,17.0
7549,166.0,17.0
7550,167.0,17.0
7551,167.0,17.0
7552,167.0,18.0
7553,167.0,18.0
7554,167.0,17.0
7555,167.0,17.0
7556,167.0,17.0
